Professionals,55-59,35.2,29.6,28.8,26.7,26.,19.5,20.2,18.7,16.9,19.8,15.6,12.5,15.8,12.6,12.6,13.2,7.3,9.4,8.8,8.4,6.3,5.1
Associate Professionals & Technicians,55-59,42.6,35.5,34.1,34.4,34.3,29.8,33.,28.4,27.1,26.4,24.3,22.8,19.,15.9,15.5,13.8,9.6,10.2,8.,6.7,5.2,5.
Clerical Support Workers,55-59,26.5,26.5,27.2,27.6,25.3,26.5,26.6,28.6,30.7,26.,23.6,22.1,18.1,16.2,14.6,14.4,10.9,9.7,9.1,7.4,4.9,4.6
Service & Sales Workers,55-59,29.8,28.6,31.4,30.9,29.9,26.7,32.,28.4,27.8,24.9,25.6,24.6,23.9,20.6,20.6,20.5,20.4,16.8,14.1,13.9,11.2,10.4
Craftsmen & Related Trade Workers,55-59,8.8,9.5,11.4,12.9,12.,12.9,13.1,14.3,15.1,13.8,15.1,13.8,12.9,11.8,10.9,12.9,10.1,8.9,7.6,6.3,5.4,5.5
Plant & Machine Operators & Assemblers,55-59,23.1,25.1,26.8,28.6,28.,28.5,29.2,29.6,29.,27.6,29.,28.7,26.4,25.2,24.3,23.3,18.2,16.8,15.,13.,10.5,10.6
"Cleaners, Labourers & Related Workers",55-59,23.5,21.5,25.4,27.3,26.4,24.4,29.4,29.3,30.7,26.9,26.1,25.5,25.8,22.7,23.,23.3,16.,17.5,14.6,15.2,11.8,11.1
Others,55-59,0.8,0.9,1.2,1.3,1.1,1.1,0.8,0.7,0.9,0.4,0.5,0.4,0.6,0.4,0.2,0.4,0.4,0.2,0.1,0.4,0.4,0.2
Managers & Administrators (Including Working Proprietors),60-64,25.,28.8,21.5,24.,21.1,22.2,20.4,19.3,20.9,20.6,19.1,17.4,15.9,13.1,11.8,9.1,5.8,6.2,6.8,6.7,5.6,4.6
Professionals,60-64,21.9,19.,15.7,13.5,14.2,10.9,10.7,10.3,10.,10.,9.,7.,8.4,6.2,4.7,4.6,1.9,2.8,2.8,3.1,2.8,1.8
Associate Professionals & Technicians,60-64,28.2,28.6,23.9,20.4,22.3,18.2,20.2,17.8,16.8,13.7,12.5,9.8,8.,6.3,6.1,5.,2.9,2.4,2.3,2.2,1.9,2.1
Clerical Support Workers,60-64,23.8,23.7,22.6,20.6,17.6,19.3,17.,18.5,17.3,15.4,12.1,10.6,9.1,7.5,6.7,4.5,2.8,2.1,2.9,2.7,2.8,2.3
Service & Sales Workers,60-64,26.5,27.6,28.5,26.,25.2,25.4,24.9,21.9,21.1,19.5,19.4,17.2,14.1,14.2,11.,10.2,8.9,8.,9.1,8.2,8.4,6.7
Craftsmen & Related Trade Workers,60-64,10.4,9.8,9.6,9.6,10.,10.8,10.7,10.,10.5,8.6,8.6,9.1,6.2,7.1,6.1,5.,2.9,3.2,2.6,2.9,3.9,2.5
Plant & Machine Operators & Assemblers,60-64,26.4,25.5,25.7,25.2,26.5,25.4,24.8,24.,23.3,18.5,19.,17.8,15.2,14.3,13.3,10.2,7.,7.4,6.5,6.8,6.9,6.2
"Cleaners, Labourers & Related Workers",60-64,30.2,28.,25.4,26.3,28.3,28.4,29.3,26.9,26.2,25.6,23.5,21.3,18.1,18.2,15.7,15.3,8.8,10.9,10.9,10.3,9.9,8.1
Others,60-64,0.7,1.1,0.8,0.4,0.5,0.7,0.7,0.4,0.1,0.3,0.2,0.1,0.4,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1
Managers & Administrators (Including Working Proprietors),65+,22.7,24.8,18.7,17.6,14.9,16.,14.2,12.5,14.7,12.7,12.2,11.3,7.9,7.1,6.5,6.2,4.8,5.,4.6,3.9,4.4,3.9
Professionals,65+,14.,13.7,11.1,11.3,9.9,7.6,8.3,6.5,7.2,5.4,4.6,4.1,4.4,3.7,2.6,2.4,1.3,1.4,1.3,0.9,1.,0.8
Associate Professionals & Technicians,65+,22.,20.7,16.,15.6,11.5,9.4,9.2,8.,7.1,5.2,4.9,4.6,3.3,2.6,2.2,1.4,1.1,0.8,0.7,0.6,0.8,0.9
Clerical Support Workers,65+,21.3,19.7,16.6,15.9,13.3,12.8,10.5,9.4,10.6,7.1,5.8,4.2,3.6,3.3,2.5,2.5,1.9,1.7,1.4,1.9,1.5,1.2
Service & Sales Workers,65+,35.6,34.,31.6,25.4,25.7,24.4,21.8,18.8,18.8,17.4,14.5,11.2,10.5,9.8,9.5,9.3,7.5,5.9,6.7,7.1,8.3,6.6
Craftsmen & Related Trade Workers,65+,9.5,10.1,9.6,8.6,8.,7.1,7.1,6.4,6.5,5.2,5.5,4.5,3.5,3.2,2.7,2.1,1.6,1.7,1.3,1.5,1.6,1.3
Plant & Machine Operators & Assemblers,65+,27.4,22.7,21.9,21.4,18.3,17.8,16.9,14.7,13.,12.3,9.9,9.1,6.2,7.,6.6,6.1,3.5,3.5,3.7,3.2,2.5,2.7
"Cleaners, Labourers & Related Workers",65+,53.8,51.4,48.5,43.,42.4,45.6,38.1,38.6,36.6,30.6,25.6,24.8,20.,20.2,17.7,16.,8.8,8.6,10.8,9.2,7.9,6.8
Others,65+,1.1,1.4,1.1,0.9,1.,0.9,0.7,0.5,0.1,0.2,0.1,0.,0.2,0.1,0.1,0.,0.1,0.,0.1,0.,0.1,0.
,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
"Cleaners, Labourers & Related Workers",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Managers & Administrators (Including Working Proprietors),,,,,,,,,,,,,,,,,,,,,,,
Professionals,,,,,,,,,,,,,,,,,,,,,,,
Associate Professionals & Technicians,,,,,,,,,,,,,,,,,,,,,,,
Clerical Support Workers,,,,,,,,,,,,,,,,,,,,,,,
Service & Sales Workers,,,,,,,,,,,,,,,,,,,,,,,
Craftsmen & Related Trade Workers,,,,,,,,,,,,,,,,,,,,,,,
Plant & Machine Operators & Assemblers,,,,,,,,,,,,,,,,,,,,,,,
